sl.no,Pick_Time,Actual_Quantity,number_of_items_container,total_quantity_of_items_in_container,volume_of_items_present_in_container,Total_Weight_of_items_present_in_container,Height_of_item,Length_of_item,Width_of_item,weight_of_each_item
12586,11.11,1,2,3,228.125,3.1,2.75,5.25,2.5,1.04
12587,11.076,1,1,1,103.5,0.375,1.75,4.75,4.75,0.54
12588,13.347,1,10,11,1209.71875,13.2459,2.75,11.75,4,1.5
12589,8.754,1,2,3,593,2.825,2.25,5,5,0.625
12590,4.05,1,4,4,426.8125,6.56,2.75,11.75,4,1.5
12591,43.994,3,9,19,1258.8075,6.97,6.5,6.5,0.85,0.6438
12592,14.547,1,11,14,1243.0625,15.2446,0.5,5.5,6.5,0.75
12593,19.304,5,0,0,0,0,3.5,2.75,2.75,0.2812
12594,15.807,2,3,4,549.4875,3.1212,1.65,4.29,4.29,0.25
12595,8.857,1,15,24,1842.078125,15.5876,2,4.5,3.75,0.58
12596,10.816,1,6,8,1012.15625,8.6437,9.5,4,4,3.4875
12597,18.773,3,5,6,771.828125,5.915,2.5,4,4,0.4
12598,14.12,2,2,2,95.078125,1.1025,1.5,4.25,2.5,0.5
12599,10.08,1,0,0,0,0,9.25,3,3,2.24
12600,8.474,1,2,5,497.4375,6.67,10.5,6.75,0.5,0.76
12601,5.383,1,3,3,326.78125,4.48,3,11.75,4.25,1.125
12602,6.344,1,6,6,696.6875,6.84,2.75,5,2.5,1.0125
12603,19.56,1,2,2,340.6875,3,6.25,2.5,2.5,0.9
12604,12.776,1,12,17,949.84375,10.32,1.5,4.25,2.5,0.5
12605,51.11,1,5,15,851.375,3.9675,3,4.25,4.25,1
12606,5.863,1,10,14,1364.28125,9.7768,2,4.5,3.75,0.58
12607,15.657,1,0,0,0,0,3,11.5,4.25,1.84
12608,8.2,1,9,13,1412.40625,11.4325,7.25,8.25,2.5,0.125
12609,7.09,1,2,3,108.75,1.275,9.5,4,4,3.4875
12610,8.617,1,0,0,0,0,2.75,5.25,2.5,1.04
12611,12.32,1,7,10,905.703125,10.44,2.5,7.8,8.1,0.25
12612,22.544,1,7,9,646.75,7.2688,6,7,10,3.5
12613,17.397,2,2,4,352.25,3.0438,4,5,5,0.875
12614,14.72,4,2,3,122.85,0.3563,2.5,4,4,0.4
12615,42.676,1,1,1,160,3.25,1.5,4.25,2.5,0.5
12616,3.943,1,5,9,442.25,6.85,9.5,4,4,3.4875
12617,16.523,2,1,2,40.625,0.43,9.5,4,4,3.4875
12618,14.45,3,3,8,403.515625,6.26,6.25,2.5,2.5,0.9
12619,8.613,1,8,14,856.6426619,8.2875,1.75,6.75,3.75,0.375
12620,9.113,1,1,1,18.75,0.52,6.69,3.25,4.94,0.875
12621,14.613,1,1,1,40,0.0009,4,3,3,1
12622,40.83,1,1,2,303.1875,2.0625,9.5,3.85,3.85,4.4938
12623,28.266,2,4,9,472.765625,6,10.25,4.25,4.25,3
12624,13.427,2,1,1,150.890625,0.6906,6.25,2.5,2.5,0.9
12625,4.24,1,2,2,470.75,5.2875,3,11.5,4.25,1.84
12626,1.786,2,0,0,0,0,5.25,2.5,2.5,0.275
12627,9.284,1,1,1,660,1,3.25,5.25,3.75,0.9375
12628,23.08,5,1,2,1218.75,12.68,1.5,4.25,2.5,0.5
12629,15.464,1,8,13,1437.9927,10.72,2.5,5.25,3.25,1
12630,13.564,1,7,8,912.34375,7.555,2.25,3,3,0.2656
12631,28.993,3,4,4,680.25,6.2875,9.85,3.95,3.95,4.625
12632,33.787,1,5,5,398.859375,6.3625,3,5,5,0.625
12633,14.39,4,12,16,1331.953125,21.85,2.48,3.15,3.15,0.3312
12634,12.473,2,1,4,140.625,0.375,3,11.75,4.25,1.125
12635,5.38,1,0,0,0,0,2,7.25,3.25,0.4375
12636,37.657,1,7,9,980.8125,11.6225,3,11.5,4.25,1.84
12637,22.16,1,0,0,0,0,3,6.5,4.5,0.25
12638,13.447,2,9,13,1481.0625,11.4574,2,5,1,0.1437
12639,23.9,1,13,16,1994.216765,15.1774,3.25,5.25,3.75,0.9375
12640,16.276,3,3,9,296.75,1.91,5.5,2.75,2.75,1.175
12641,6.294,1,6,10,792.625,4.76,1.5,6.25,5.25,0.875
12642,5.847,1,1,2,82.5,0.4,1.72,5.88,3.25,0.5
12643,15.073,1,6,8,1113.03125,8.6438,3.25,4.25,4.25,0.54
12644,134.42,12,0,0,0,0,2.5,6.25,1,0.54
12645,13.6,1,0,0,0,0,9.5,3.85,3.85,4.4938
12646,14.73,1,8,17,1772.03125,10.6143,3,11.5,4.25,1.84
12647,11.44,2,2,2,331.0625,3.1,5,5,5,0.9062
12648,21.107,1,9,11,749.28125,6.2259,5.75,4.5,1.75,0.5
12649,23.607,1,8,11,979.296875,9.095,2.75,11.75,4,1.5
12650,11.774,1,4,4,301.125,2.3075,9.5,4,4,3.4875
12651,7.433,1,3,4,204.255,2.1687,7,2.25,2.25,1.0625
12652,19.5,6,7,16,1085.84375,8.54,2.5,4,4,0.4
12653,19.504,1,7,7,821.203125,9.9475,0.25,6.75,7.5,0.25
12654,24.287,1,5,8,575.365625,5.825,9.5,4,4.25,4
12655,1.9,1,0,0,0,0,9.5,4,4,4
12656,23.15,3,9,12,1020.124375,8.06,3.5,2.75,2.75,0.375
12657,9.61,1,9,10,1388.0625,16.58,2.56,7.44,4.94,1.5
12658,8.133,2,1,2,231,1.3,1.25,6.5,2.25,0.375
12659,19.32,1,8,11,737.092905,6.6124,3.15,4.5,4.5,1.06
12660,25.443,1,6,7,1104.65625,5.065,9.25,3,3,2.24
12661,13.817,1,2,7,1080,7.4875,2.5,5.25,3.25,1
12662,13.243,1,4,6,563.5625,5.39,1.75,9.75,2,0.6562
12663,27.883,1,3,3,642.5,4.925,5,5,5,0.9062
12664,21.573,7,6,11,847.28125,8.8475,2.5,4,4,0.4
12665,10.707,1,10,14,1273.21875,9.82,2.5,3.75,3.75,0.3312
12666,5.27,1,2,2,62.5,0.775,1,10.25,6,0.5
12667,17.074,1,2,2,295.484375,2.7625,6,7,10,3.5
12668,6.17,1,1,1,64.125,1.32,8,3,1,0.5
12669,16.876,2,0,0,0,0,3.5,8.87,7.25,0.3125
12670,10.883,1,6,16,1009.625,11.435,3,11.75,4.25,1.125
12671,10.663,1,0,0,0,0,3,5,5,1.0625
12672,10.286,2,10,10,1121.25,10.1519,0.5,9,12,0.625
12673,13.897,1,7,7,1253.984375,18.9325,8.5,2.5,2.5,0.4062
12674,8,1,5,7,1313.203125,11.4325,6.25,2.5,2.5,0.9
12675,3.386,1,6,7,877.1875,10.19,2.75,5,2.5,1.0125
12676,46.287,5,0,0,0,0,9.5,3.85,3.85,4.4938
12677,5.606,1,7,7,467.15625,5.3106,4,5,5,0.875
12678,10.196,1,4,6,234.375,3.6,6.25,2.5,2.5,0.9
12679,11.397,1,2,2,278.5,5.3275,1,9,5,0.4375
12680,16.603,2,6,6,816.453125,5.195,1.65,4.29,4.29,0.25
12681,14.1,1,1,1,85.3125,0.86,3,11.75,4.25,1.125
12682,5.15,1,2,5,1172.694,7.945,10.25,4.5,4.5,3
12683,24.287,1,5,8,691.84375,6.63,1.8,4.5,4.5,0.55
12684,25.3,1,1,1,137.8125,1,2,4.5,3.75,0.58
12685,16.29,2,0,0,0,0,3.5,8.87,7.25,0.3125
12686,8.89,1,11,14,1798.454041,16.9937,0.9,7.6,6.4,0.625
12687,10.41,1,5,5,289.59375,3.36,1.75,4.5,4.5,0.5
12688,7.343,1,8,10,987.25,4.6099,9.25,3,3,2.24
12689,5.78,1,4,17,1437.0625,9.7,2.75,11.75,4,1.5
12690,18.34,1,0,0,0,0,8.5,2.5,2.5,0.4062
12691,5.593,1,9,27,1971.34375,10.7937,1,4.5,4.5,0.375
12692,5.72,1,0,0,0,0,2.75,6,4,0.75
12693,6.996,1,6,17,1148.40625,7.845,5.75,4.5,1.75,0.5
12694,7.674,1,2,4,441.5,2.64,9.25,3,3,2.24
12695,6.774,1,3,3,1048.328125,3.25,1.5,6.5,6.5,0.5
12696,7.887,1,3,3,231.1625,1.9375,0.25,7.5,9.75,0.1875
12697,10.6,2,3,4,369.3125,3,2.5,4,4,0.3312
12698,16.943,1,8,12,873.6875,8.9109,6,7,10,3.5
12699,9.72,1,2,7,294.140625,0.8312,9.5,4,4,3.4875
12700,14.217,2,4,5,178.234375,3.0175,1.75,8.5,4.75,0.6
12701,19.203,2,1,2,37.125,0.58,2.25,3,3,0.2656
12702,5.87,1,9,12,1373.28125,15.365,2,4.5,3.75,0.58
12703,13.836,1,11,18,1560.6925,17.7937,5.25,10.25,0.25,0.5
12704,25.143,1,10,10,612.15675,6.9696,1.75,6.75,3.75,0.375
12705,10.947,1,5,8,979.0607353,4.6619,1.75,4.5,4.5,0.5
12706,10.347,2,3,3,232.734375,3.4,1.75,4.5,4.5,0.5
12707,10.247,1,0,0,0,0,4,3,3,1
12708,16.776,1,6,7,1146.875,7.5475,3,11.5,4.25,1.84
12709,14.74,1,1,1,53.125,0.4062,1.75,4.5,4.5,0.5
12710,23.204,8,0,0,0,0,6.5,6.5,0.85,0.6438
12711,9.25,2,6,15,1626.046875,8.81,2.5,4,4,0.4
12712,19.387,2,4,8,1112.15625,5.765,1,9.5,6.25,0.52
12713,15.817,2,5,6,1729.81875,20.1438,1.5,6.5,6.5,0.5
12714,7.9,2,8,8,1299.25,12.5,2.5,3.25,3.25,0.3312
12715,10.403,2,8,12,858.34375,7.8738,1.75,8.5,4.75,0.6
12716,36.764,1,1,1,68.4,0.0875,3,11.75,4.25,1.125
12717,8.07,1,1,1,36,0.75,10.5,4,4,4
12718,28.2,4,5,5,406.28125,7.3625,5.5,2.75,2.75,1.2375
12719,8.756,2,0,0,0,0,3,5,3,0.1719
12720,5.453,1,1,1,53.125,0.4062,1,7,8,0.625
12721,24.63,1,2,2,726.1,0.6875,1.5,5.25,2.75,0.54
12722,13.4,1,0,0,0,0,2.75,5,2.5,1.0125
12723,6.06,1,0,0,0,0,4.75,6,1.5,0.5
12724,9.13,2,9,14,1432.65625,11.4724,3,11.5,4.25,1.84
12725,10.21,1,7,9,980.6875,12.9225,1.75,4.75,4.75,0.54
12726,17.717,1,0,0,0,0,2,8,6.5,0.5625
12727,5.556,1,4,4,889.9375,10.855,1.75,8.25,3,0.375
12728,79.367,1,14,18,2001.93125,19.0574,4,5.25,3,1.1625
12729,17.5,1,5,8,556.71875,4.3488,4,3,3,1
12730,43.683,1,7,14,1167.53125,8.5812,0.5,5.5,6.5,0.75
12731,17.35,1,7,10,1017.6875,12.15,1,8,5,0.3125
12732,11.564,1,5,7,1064.84375,10.6963,9.5,3.85,3.85,4.4938
12733,17.12,1,16,25,1866.96875,16.9182,2,7.25,3.25,0.4375
12734,27.413,2,1,4,151.875,0.75,6,7,10,3.5
12735,11.893,1,9,12,1205.5625,14.6475,1.5,4.25,2.5,0.5
12736,31.914,1,8,10,766.53125,9.805,2.5,7,1.5,0.24
12737,16.22,1,9,11,1578.408851,22.8087,3,11.5,4.25,1.84
12738,11.733,1,11,19,1721.716875,20.1162,9.85,3.95,3.95,4.625
12739,17.616,1,10,18,1388.875,11.5862,1.25,8.25,5.5,0.4
12740,10.033,1,4,13,1103.875,9.515,6,7,10,3.5
12741,20.044,1,8,15,1464.625,8.845,9.25,3,3,2.24
12742,19.677,3,0,0,0,0,7,2.2,2.2,0.625
12743,25.543,3,0,0,0,0,4,5.25,3,1.1625
12744,22.146,1,13,15,1399.13125,15.0587,2.75,5,2.5,1.0125
12745,57.98,1,9,16,1205.196875,11.1013,10.75,5.25,4,4
12746,15.704,1,7,9,861.28125,5.6887,2.25,4.25,4.25,0.62
12747,31.87,2,2,3,278.625,1.6763,1.5,4.25,2.5,0.5
12748,3.696,1,3,3,470.65625,3.44,3,11.5,4.25,1.84
12749,16.01,1,2,2,103.96875,1.4488,6,7,10,3.5
12750,2.75,1,8,12,750.207031,8.5799,2.75,5,2.5,1.0125
12751,6.64,1,7,8,908.3125,10.5,3,7.25,6.5,0.25
12752,12.014,2,3,8,537.71985,4.7938,7,3,3,1.375
12753,9.873,1,7,9,1568.170984,6.36,1.5,4.25,2.5,0.5
12754,30.733,1,0,0,0,0,1.25,8.25,5.5,0.4
12755,7.01,2,7,11,676.05988,6.2562,3.5,2.75,2.75,0.4062
12756,5.9,1,9,19,1446.71875,10.4775,9.25,3,3,2.24
12757,12.977,1,5,9,1009.9375,3.3125,5,5,5,0.9062
12758,3.613,1,1,1,19.6875,0.0156,2.75,5,2.5,1.0125
12759,9.077,1,0,0,0,0,2.5,4,4,0.4
12760,7.593,1,13,15,1720.40625,21.8738,2.75,5,2.5,1.0125
12761,12.427,1,0,0,0,0,2.75,5,2.5,1.0125
12762,4.94,1,7,12,2139.6875,12.5,9.25,3,3,2.24
12763,12.99,2,1,1,81.5625,0.5,4.75,5.56,3.75,1.5
12764,16.204,1,0,0,0,0,8.5,5.5,0.85,0.42
12765,7.377,2,1,5,109.375,0.3,9.25,3,3,2.24
12766,13.363,1,1,12,380.25,0.4,1.6,4.5,4.5,0.55
12767,16.09,1,2,2,75.96875,2.075,6,6,6,0.7931
12768,19.17,2,4,6,268.3125,2.58,3,11.5,4.25,1.84
12769,12.46,2,5,10,685,5.495,8.5,2.5,2.5,0.4062
12770,21.736,4,1,1,60.75,0.9375,5.5,2.5,2.5,0.5
12771,24.797,1,11,18,2013.78125,12.61,2.2,5.75,1.2,0.5
12772,59.003,1,7,8,553.75,4.585,1.5,6.25,5.25,0.875
12773,13.697,1,7,9,1134.3035,5.6562,1.5,6.25,5.25,0.4875
12774,8.213,1,5,14,1619.12625,11.4963,7,10.75,0.5,0.8
12775,9.493,1,5,10,1321.125,5.4262,2.75,11.75,4,1.5
12776,8.124,1,6,8,979.359375,5.4425,2.5,5.75,1.25,0.6
12777,7.44,1,3,3,296.296875,4.125,3,5.25,5.25,1.06
12778,9.68,2,7,14,1445.161173,17.09,1,10.25,6,0.5
12779,5.517,1,0,0,0,0,2,4.5,3.75,0.58
12780,13.42,1,2,2,503.1875,3.75,2.5,7.5,5.25,1.625
12781,7.843,1,4,4,255.53125,2.3687,8.25,2.5,2.5,0.625
12782,6.7,1,1,4,316.875,0.25,9.5,3.85,3.85,4.4938
12783,18.407,1,11,11,1032.626875,13.59,2,4.75,4.75,0.5
12784,25.933,1,0,0,0,0,6.5,6.5,0.85,0.6438
12785,21.21,1,7,8,457.015625,5.0787,0.5,9,12,0.625
12786,7.94,1,0,0,0,0,9.5,4,4,3.4875
12787,30.55,3,4,6,331.3125,2.395,3,11.5,4.25,1.84
12788,8.186,1,4,6,1276.8125,7.9625,2.25,3,3,0.2656
12789,38.764,2,5,9,395.78125,3.1537,1.75,8.5,4.75,0.6
12790,16.677,2,1,2,336,4,1.75,8.5,4.75,0.6
12791,17.616,1,13,18,1887.0225,14.52,7,5.25,3.5,0.875
12792,19.573,1,9,12,967.875,7.42,1,1,1,1
12793,18.423,1,4,8,1928.703125,7.3134,8,3,1,0.5
12794,17.89,1,1,2,48,0.5,7.25,3,1.5,0.58
12795,5.623,1,5,5,544.861976,3.0374,3,11.5,4.25,1.84
12796,21.533,1,3,3,503.8125,3.66,2.75,5.25,2.5,1.04
12797,8.526,1,3,3,424.625,5.8625,9.45,6.3,0.5,0.4375
12798,8.24,1,12,18,1857.78125,17.4012,9.5,4,4,3.4875
12799,9.207,2,5,7,916.3125,8.5575,3,11.5,4.25,1.84
12800,11.653,1,9,16,1176.0625,17.765,6.25,2.5,2.5,0.9
12801,23.66,1,7,11,949.1875,10.6756,1.75,8.5,4.75,0.6
12802,8.887,1,8,8,925.62625,7.4675,5.5,2.75,2.75,1.2375
12803,15.02,1,12,16,1882.32625,8.755,3,11.5,4.25,1.84
12804,17.597,4,2,3,1198,5,2.5,3.75,3.75,0.3312
12805,32.8,1,1,1,63.7875,1.06,6,7,10,3.5
12806,12.337,1,2,2,352.96875,5.4188,1.5,5.25,2.75,0.54
12807,8.82,1,0,0,0,0,1.25,5.75,3,0.5
12808,8.583,1,17,18,2028.485938,18.5762,2.5,6,1.25,0.52
12809,15.617,3,1,1,357,3.7,1.25,5.75,3,0.5
12810,13.993,1,0,0,0,0,2.75,5,2.5,1.0125
12811,44.473,2,4,6,571.3435,8.75,6.25,2.5,2.5,0.9
12812,25.66,2,7,9,451.796875,3.8725,6.38,1.56,3.38,0.2188
12813,15.907,1,0,0,0,0,10.25,4.5,4.5,3
12814,18.174,2,8,9,974.75,12.7875,3,11.75,4.25,1.125
12815,11.083,1,3,5,314.237555,3.25,0.25,7.5,9.75,0.1875
12816,10.96,1,10,17,1234.453125,10.0092,2.75,5,2.75,1.2812
12817,29.94,6,6,6,778.75,9.075,2.5,4,1.5,0.1875
12818,30.613,2,2,4,438,2,4,5.25,3,1.1625
12819,33.52,3,2,2,101.25,1.5625,2.5,4,4,0.44
12820,10.864,4,4,7,1161.059,10.1312,2.5,3,3,0.3312
12821,8.53,1,5,5,180.625,1.7874,2.75,4.75,2.5,1.04
12822,4.697,1,0,0,0,0,9.25,3,3,2.24
12823,13.713,1,0,0,0,0,10.25,4.5,4.5,3
12824,5.657,1,9,12,1328.340625,7.6963,2,4.5,3.75,0.58
12825,27.054,1,4,5,1106.90625,5.1875,3.5,8.87,7.25,0.3125
12826,12.543,1,5,7,573.25,2.6413,4,5,5,0.875
12827,14.463,1,1,1,149.53125,0.125,0.5,5.5,6.5,0.75
12828,8.076,1,1,1,40.5,0.6875,4,5,5,0.875
12829,24.163,3,6,7,697.984375,7.175,2.5,3.25,3.25,0.3312
12830,21.506,1,0,0,0,0,2,4.5,3.75,1.02
12831,17.64,2,15,19,971.546875,10.1388,8.25,2.5,2.5,0.625
12832,12.02,2,3,3,172.75,1.1909,2.5,3.75,3.75,0.3312
12833,11.664,1,19,21,1367.3785,10.0275,7,10.75,0.5,0.8
12834,8.104,1,8,17,1294.921875,6.175,5.5,8,6.5,2
12835,53.563,5,1,3,253.125,1.5,4,5,5,0.875
12836,2.353,1,7,7,1054.625,7.0687,1.25,8.25,5.5,0.4
12837,10.786,1,8,15,2122.22125,9.4175,2,4.5,3.75,1.02
12838,6.443,1,0,0,0,0,1.5,4.25,2.5,0.5
12839,17.69,1,3,4,435.0625,6.185,1,9,5,0.4375
12840,7.993,1,2,3,346.78125,5.0538,1,9,5,0.4375
12841,3.297,1,4,4,247.3125,3.735,9.5,4,4,3.4875
12842,10.576,2,3,10,579.625,4.6375,2.5,3,3,0.3312
12843,5.633,2,13,14,1338.408851,11.8336,2.5,3.75,3.75,0.375
12844,35.573,1,12,15,986.32978,16.5838,2.5,4.75,4.75,0.875
12845,50.127,2,2,2,212.875,1.475,3,11.5,4.25,1.84
12846,14.727,1,5,15,1673.125,9.25,1,6.25,5.75,0.75
12847,9.943,1,2,2,144.94375,4,2.75,11.75,4,1.5
12848,4.327,1,2,7,198.484375,1.145,9.25,3,3,2.24
12849,6.15,1,4,4,450.1875,3.84,9.25,3,3,2.24
12850,7.92,1,10,15,1303.28125,12.735,2.25,5,5,0.625
12851,4.377,1,9,19,1522.5,12.9075,7,5.25,3.5,0.875
12852,17.56,1,4,13,641.484375,5.7325,4,3,3,1
12853,7.013,1,7,7,1107.077369,23.2875,3.5,2.75,2.75,0.375
12854,35.936,2,1,1,26.74273175,0.5625,1,9.25,6,0.52
12855,7.92,2,7,9,727.0625,7.5959,3,11.5,4.25,1.84
12856,11.51,1,13,14,1691.948125,14.16,2,4.5,3.75,1.02
12857,21.183,1,1,1,149.8125,1.5625,6,7,10,3.5
12858,10.994,4,8,19,903.90625,6.3,2.5,4,4,0.4
12859,8.403,1,3,7,467.17625,4.4375,7,2.25,2.25,1.0625
12860,6.913,1,9,11,733.199375,5.2249,4,3,3,1
12861,10.03,2,11,14,1414.03125,12.8705,3,11.5,4.25,1.84
12862,18.496,1,0,0,0,0,10.5,4,4,4
12863,9.214,1,3,5,196.25,1.8009,6.25,2.5,2.5,0.9
12864,10.233,1,5,5,666.190088,8.99,5,10.75,1,0.5
12865,22.747,2,5,13,749.734375,3.38,9.5,4,4,3.4875
12866,25.963,2,3,3,140.359375,1.88,3,5.25,5.25,1.06
12867,27.316,1,1,1,152,4,5.5,8,6.5,2
12868,16.95,1,5,9,790.5375,6.1462,2.5,5.75,5,0.2188
12869,7.33,3,1,2,281.6275,4.4938,9.5,3.85,3.85,4.4938
12870,9.433,1,6,18,905.1875,8.8375,0.25,7.5,9.75,0.1875
12871,5.16,1,3,3,216.15625,2,8.5,2.5,2.5,0.4062
12872,8.26,2,19,22,2012.85228,15.9399,3.9,3,3,0.1688
12873,8.87,1,1,1,169.46875,2,1.5,4.25,2.5,0.5
12874,6.11,1,2,8,466.1289063,1.4375,2.75,3.25,3.25,0.3312
12875,12.523,2,4,4,382.259375,3.3606,9.5,4,4,3.4875
12876,6.856,1,3,6,1350.93205,12.0009,6.25,2.5,2.5,0.9
12877,10.096,1,9,11,947.953125,11.7763,8.5,5.5,0.85,0.42
12878,10.187,1,1,1,49.875,0.82,1.5,6.25,5.25,0.875
12879,12.616,3,8,18,1244.90625,8.8462,2.5,3.06,3.06,0.375
12880,7.223,1,1,1,46.875,0.75,5.25,3,3,1
12881,17.38,2,16,22,1661.222489,14.1888,1.75,4.5,4.5,0.5
12882,12.693,1,3,4,328.9375,5.1188,2.36,3.43,3.43,0.4375
12883,20.18,2,6,9,1031.625,6.72,9.5,4,4,3.4875
12884,18.26,2,6,7,633.46875,6.69,4,3,3,1
12885,17.933,2,9,14,1393.21875,17.7125,6.25,2.5,2.5,0.9
12886,13.806,1,0,0,0,0,2.25,3.75,3.75,0.375
12887,98.406,1,16,19,1876.209854,22.9225,5.5,2.75,2.75,1.175
12888,9.867,1,1,6,351.65625,1,1.25,6.25,4.25,0.5625
12889,9.607,1,3,4,221.21875,2.125,3,11.5,4.25,1.84
12890,8.076,1,6,7,898.34375,8.1125,2.5,5.25,3.25,1
12891,9.94,1,1,2,205.96875,2.31,1,9,5,0.4375
12892,4.44,1,4,7,541.046875,2.98,1.75,7.5,6,0.75
12893,30.287,2,0,0,0,0,10.5,4,4,4
12894,16.027,1,2,2,123.140625,1.12,5,10.75,1,0.5
12895,9.646,1,1,1,45,0.4375,8.25,2.5,2.5,0.625
12896,9.84,1,0,0,0,0,2.75,5,2.5,1.0125
12897,18.44,2,0,0,0,0,2.5,3.25,3.25,0.3312
12898,15.097,1,5,7,984,5.6759,3.5,15.75,3.5,6
12899,18.263,4,9,15,1087.03125,11.2061,2.5,3.75,3.75,0.3312
12900,6.783,1,12,14,1775.21875,18.8175,9.25,3,3,2.24
12901,24.197,1,4,4,475.75,9.7775,2.75,5,2.5,1.0125
12902,20.387,1,4,8,636.66875,7.1487,2.75,5.25,2.5,1.04
12903,7.237,1,2,2,78.87773925,0.9562,2.25,4.5,4.5,0.3312
12904,10.704,2,8,10,1580.390625,16.33,5.25,10.25,0.25,0.5
12905,51.65,1,0,0,0,0,4.75,6,1.5,0.3125
12906,11.556,2,10,15,1141.599046,14.4999,4.25,5.5,3,1.62
12907,14.154,1,4,4,619.09375,5.375,3,6.5,4.5,0.25
12908,8.377,1,1,1,15.625,0.54,1,5.5,5.5,0.625
12909,7.416,1,4,4,1049.1875,5.6634,2.5,6.25,1,0.54
12910,16.47,1,6,9,1678.4375,5.7,2.75,5,2.75,1.2812
12911,8.557,1,1,1,53.125,0.4062,2.5,7.8,8.1,0.25
12912,13.987,2,8,9,970.29375,8.05,5.5,2.75,2.75,1.2375
12913,16.567,1,4,6,613.65625,4.9025,2.75,5,2.75,1.2812
12914,8.837,1,4,4,386.3125,7.575,8.5,5.5,0.85,0.42
12915,7.734,1,5,5,514.48125,4.6087,1.65,4.29,4.29,0.25
12916,5.567,1,7,13,1492.96875,11.6709,2.75,11.75,4,1.5
12917,19.89,4,14,23,1324.0871,16.245,7.5,2.5,2.5,0.95
12918,23.867,4,2,2,189.75,1.925,3,11.5,4.25,1.84
12919,10.966,1,13,17,1739.56897,16.7462,0.5,5.5,6.5,0.75
12920,18.636,1,4,9,459.96875,2.975,2.75,5,2.5,1.0125
12921,6.73,1,2,4,383.8125,4.9987,3,11.5,4.25,1.84
12922,8.097,1,1,1,56.71875,0.4,2,4.75,4.75,0.5
12923,76.257,1,4,5,614.28125,6.7525,10,3,3,2
12924,14.34,1,0,0,0,0,1,5.5,5.5,0.625
12925,22.447,1,7,7,928.375,14.75,1.75,4.5,4.5,0.5
12926,12.476,1,2,2,574.875,4.889,5.25,3,3,1
12927,4.716,1,11,13,1460.079427,14.5963,2.75,11.75,4,1.5
12928,5.84,1,7,10,729.8125,5.1469,2.75,11.75,4,1.5
12929,8.134,1,2,6,319.4377427,4.1875,1.5,6.5,6.5,0.5
12930,8.043,1,1,1,109.375,1.1,3,11.5,4.25,1.84
12931,8.063,1,4,4,564.640625,1.3944,3.5,8.87,7.25,0.3125
12932,5.807,1,3,5,169.9375,1.9025,2.5,7.8,8.1,0.25
12933,8.627,1,11,20,1635.328125,14.3287,8.5,5.5,0.85,0.42
12934,18.78,1,6,8,946.140625,10.95,1.75,9.75,2,0.6562
12935,11.854,1,14,24,1169.534126,9.1199,2.5,3.75,3.75,0.375
12936,7.97,1,6,7,483.96875,3.7562,2.25,10.5,6.5,1.1
12937,7.456,1,2,2,314.71875,2.4375,1.25,6.5,2.25,0.375
12938,8.993,1,1,2,270.9375,3.1875,3,4.25,4.25,1
12939,12.647,1,2,2,248.125,4.5,5.5,8,6.5,2
12940,6.403,1,6,9,584.3125,6.935,1.5,6.25,5.25,0.875
12941,6.627,1,19,23,1668.34375,18.6318,1.5,6.5,6.5,0.5
12942,24.033,1,2,2,103.459375,2.625,6.5,6.5,0.85,0.6438
12943,14.313,2,0,0,0,0,8.5,8.25,1,0.36
12944,31.187,1,9,10,548.948158,11.5623,1.25,7.25,6,0.3125
12945,12.163,1,2,5,298.15625,5.0687,7,10,1,1.1
12946,25.13,1,5,6,486.63,6.405,3.75,1.5,1.5,0.125
12947,9.153,1,1,1,57.859375,0.68,4,5,5,0.875
12948,17.206,1,1,1,62.015625,0.2,1,10.25,6,0.5
12949,23.21,2,4,5,435.3125,5.8875,1.25,2.25,7,0.0156
12950,9.59,1,3,3,262.801798,3.9375,9.5,7,1.5,0.52
12951,10.016,1,4,4,456.375,3.66,2.5,5.25,3.25,1
12952,20.324,1,4,4,118.71875,1.3655,2.5,3,3,0.3312
12953,15.47,1,5,6,795.953125,10.04,4.25,5.5,3,1.62
12954,7.66,1,11,18,2098.125,13.2449,6.25,2.5,2.5,0.9
12955,29.464,2,10,11,1690.921875,12.72,7.75,2.75,2.75,1
12956,6.36,1,9,15,1308.5,5.4262,3,11.5,4.25,1.84
12957,3.25,1,13,19,1055.731755,13.3162,9.5,4,4,3.4875
12958,49.626,2,0,0,0,0,2.5,3.25,3.25,0.3312
12959,87.623,1,10,14,1141.65625,11.3274,10.75,5.25,4,4
12960,16.387,3,8,9,1675.71875,13.235,1.5,4.25,2.5,0.5
12961,8.776,4,1,2,256,1,2.75,5,2.5,1.0125
12962,22.163,1,2,2,187.4375,5.075,1.75,4.5,4.5,0.5
12963,12.487,4,2,8,320,0.6624,2.5,3.75,3.75,0.3312
12964,34.26,1,10,12,1592.716875,17.5188,7,5.25,3.5,0.875
12965,46.47,12,5,8,1196.75,13.1234,2.5,4,4,0.4
12966,24.597,1,16,21,1805.553125,14.4074,7.5,9.5,0.5,0.25
12967,6.44,1,6,7,979.03125,12.2024,2,4.5,3.75,0.58
12968,38.687,1,7,9,867.953125,5.0575,2.25,4.25,4.25,0.62
12969,12.33,2,7,8,1399.40625,10.3,3,11.75,4.25,1.125
12970,4.65,1,6,9,1078.5625,9.2599,1.25,8.25,5.5,0.4
12971,17.39,1,3,3,180.2875,1.8125,9.5,4,4.25,4
